district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,10,01,01,2371,573,46,52,71,29,70,105,38,20,29,29,98,16,31,484,176,181,19,552,144,56,267,13,60,16,43,83
01,10,01,02,1438,334,27,6,47,36,25,61,27,16,4,41,19,0,12,359,195,104,12,381,98,25,204,6,15,6,51,47
01,10,01,03,3497,990,137,54,101,29,57,194,92,150,34,77,140,28,45,599,234,197,52,965,308,88,404,52,93,45,118,145
01,10,01,04,3327,637,79,30,92,35,45,99,52,21,24,54,113,40,21,418,162,151,4,1267,405,70,609,153,112,27,74,249
01,10,02,05,2004,498,47,15,57,19,42,52,119,12,6,31,35,4,16,451,231,128,7,395,61,45,223,30,32,44,58,52
01,10,02,06,1072,279,25,10,47,26,26,14,15,10,9,34,35,3,23,365,192,95,15,152,52,9,53,10,12,23,46,21
01,10,02,07,4926,1224,89,48,128,78,87,187,218,75,16,83,147,35,49,1122,566,291,48,1097,230,56,575,50,187,204,149,188
01,10,03,08,3634,1209,142,44,144,100,98,163,34,90,32,131,99,19,23,626,269,170,28,552,127,58,226,15,45,35,196,64
01,10,03,09,5539,1875,272,73,350,160,186,192,95,65,36,280,150,12,52,818,342,272,31,900,220,63,414,34,135,126,408,112
01,10,03,10,5436,1517,179,77,208,90,152,191,119,74,35,161,176,24,63,761,275,255,42,1150,199,76,645,40,234,374,211,107
01,10,03,11,5022,943,105,41,139,23,125,118,96,55,18,53,233,36,37,610,211,193,44,1358,389,64,601,37,245,791,182,176
01,10,03,12,5150,1199,97,48,168,52,110,150,107,73,27,115,103,9,42,974,492,237,31,1194,355,63,562,43,161,147,132,208
01,10,03,13,5565,1534,164,81,231,66,146,246,104,78,35,115,201,35,45,682,205,287,51,1334,613,74,376,35,97,180,341,251
01,10,04,14,3261,866,89,21,127,93,76,135,26,76,25,80,75,20,16,669,267,152,19,754,178,64,328,15,72,38,77,48
01,10,04,15,6210,2131,276,96,346,188,183,204,84,65,33,309,135,15,30,1075,361,421,21,913,197,70,386,16,136,99,355,123
